document,driver_id,vehicle_id,policy_id,underwriting_decision,risk_class,reason_for_decline,content
motor_insurance_hk_data_non_pii_114423oct2024.csv,58927787,49189121,9661281073,Approved,Low Risk,,"Driver ID: 58927787, Age: 20, Gender: Male, Driving Experience: 6 years, Occupation: Teacher, Vehicle: Honda Corolla, Year: 2007, Value: 301179.05 HKD, Engine Size: 2000cc, Registration City: Kowloon, Policy ID: 9661281073, Coverage: Third Party, Premium: 10969.1 HKD, Policy Term: 1 year(s), Excess: 4499.97 HKD, Effective Date: 2024-05-20, Expiry Date: 2024-12-29, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 3, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 580, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,14149582,33696342,3773171398,Pending,Low Risk,,"Driver ID: 14149582, Age: 25, Gender: Male, Driving Experience: 27 years, Occupation: Professional, Vehicle: Audi Speedtail, Year: 2008, Value: 321196.65 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 3773171398, Coverage: Comprehensive, Premium: 6285.48 HKD, Policy Term: 1 year(s), Excess: 2284.29 HKD, Effective Date: 2024-08-31, Expiry Date: 2025-04-17, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 2, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 472, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,57400805,99936792,1375126840,Approved,High Risk,,"Driver ID: 57400805, Age: 45, Gender: Male, Driving Experience: 16 years, Occupation: Clerical, Vehicle: Ferrari C-Class, Year: 2013, Value: 685782.84 HKD, Engine Size: 2500cc, Registration City: New Territories, Policy ID: 1375126840, Coverage: Third Party, Premium: 10838.07 HKD, Policy Term: 1 year(s), Excess: 4708.19 HKD, Effective Date: 2024-09-27, Expiry Date: 2025-02-18, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 4, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 839, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,56351907,27734726,3203654056,Pending,Medium Risk,,"Driver ID: 56351907, Age: 34, Gender: Other, Driving Experience: 7 years, Occupation: Teacher, Vehicle: Audi X5, Year: 2022, Value: 639138.76 HKD, Engine Size: 1000cc, Registration City: Hong Kong, Policy ID: 3203654056, Coverage: Third Party, Premium: 8245.2 HKD, Policy Term: 1 year(s), Excess: 3626.23 HKD, Effective Date: 2024-08-03, Expiry Date: 2025-08-13, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 5, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 518, Underwriting Decision: Pending, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,43585747,35179918,3130988099,Approved,High Risk,,"Driver ID: 43585747, Age: 42, Gender: Other, Driving Experience: 25 years, Occupation: Professional, Vehicle: BMW C-Class, Year: 2020, Value: 746581.69 HKD, Engine Size: 2500cc, Registration City: Kowloon, Policy ID: 3130988099, Coverage: Third Party, Premium: 12473.19 HKD, Policy Term: 1 year(s), Excess: 1745.92 HKD, Effective Date: 2024-09-15, Expiry Date: 2025-08-03, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 3, Traffic Violations: 2, Vehicle Usage: Commercial, Credit Score: 485, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,24449494,92850389,2996125733,Approved,Medium Risk,,"Driver ID: 24449494, Age: 21, Gender: Male, Driving Experience: 20 years, Occupation: Driver, Vehicle: Honda Daytona SP3, Year: 2015, Value: 832580.73 HKD, Engine Size: 2000cc, Registration City: Kowloon, Policy ID: 2996125733, Coverage: Third Party, Premium: 11370.06 HKD, Policy Term: 1 year(s), Excess: 1440.96 HKD, Effective Date: 2024-06-20, Expiry Date: 2024-08-19, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 5, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 850, Underwriting Decision: Approved, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,39338809,33687373,1359244007,Approved,Low Risk,,"Driver ID: 39338809, Age: 18, Gender: Other, Driving Experience: 24 years, Occupation: Professional, Vehicle: Mercedes-Benz Corolla, Year: 2018, Value: 797047.24 HKD, Engine Size: 2500cc, Registration City: New Territories, Policy ID: 1359244007, Coverage: Comprehensive, Premium: 13352.69 HKD, Policy Term: 1 year(s), Excess: 1294.64 HKD, Effective Date: 2024-03-09, Expiry Date: 2024-11-27, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 3, Traffic Violations: 1, Vehicle Usage: Private, Credit Score: 557, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,99246809,52576836,1350293295,Pending,High Risk,,"Driver ID: 99246809, Age: 32, Gender: Other, Driving Experience: 27 years, Occupation: Driver, Vehicle: Ferrari C-Class, Year: 2018, Value: 143392.69 HKD, Engine Size: 1000cc, Registration City: Hong Kong, Policy ID: 1350293295, Coverage: Third Party, Premium: 17730.72 HKD, Policy Term: 1 year(s), Excess: 1433.12 HKD, Effective Date: 2024-04-06, Expiry Date: 2025-05-01, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 1, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 800, Underwriting Decision: Pending, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,64282948,47780886,9392108620,Approved,High Risk,,"Driver ID: 64282948, Age: 57, Gender: Other, Driving Experience: 24 years, Occupation: Professional, Vehicle: BMW Corolla, Year: 2023, Value: 382463.61 HKD, Engine Size: 2500cc, Registration City: Kowloon, Policy ID: 9392108620, Coverage: Third Party, Premium: 8445.0 HKD, Policy Term: 1 year(s), Excess: 1910.87 HKD, Effective Date: 2024-06-14, Expiry Date: 2024-10-17, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 3, Traffic Violations: 1, Vehicle Usage: Private, Credit Score: 421, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,41115713,38590467,6100493758,Declined,High Risk,Low credit score,"Driver ID: 41115713, Age: 19, Gender: Female, Driving Experience: 19 years, Occupation: Teacher, Vehicle: McLaren Speedtail, Year: 2007, Value: 810201.17 HKD, Engine Size: 3000cc, Registration City: Hong Kong, Policy ID: 6100493758, Coverage: Comprehensive, Premium: 10188.92 HKD, Policy Term: 1 year(s), Excess: 3134.61 HKD, Effective Date: 2024-03-26, Expiry Date: 2024-11-07, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 0, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 447, Underwriting Decision: Declined, Risk Class: High Risk, Reason for Decline: Low credit score"
motor_insurance_hk_data_non_pii_114423oct2024.csv,96133089,79479494,1513036949,Declined,Low Risk,Poor driving record,"Driver ID: 96133089, Age: 48, Gender: Female, Driving Experience: 15 years, Occupation: Driver, Vehicle: BMW Civic, Year: 2008, Value: 809813.21 HKD, Engine Size: 1000cc, Registration City: Hong Kong, Policy ID: 1513036949, Coverage: Third Party, Premium: 14516.83 HKD, Policy Term: 1 year(s), Excess: 2136.1 HKD, Effective Date: 2024-07-24, Expiry Date: 2024-09-15, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 0, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 654, Underwriting Decision: Declined, Risk Class: Low Risk, Reason for Decline: Poor driving record"
motor_insurance_hk_data_non_pii_114423oct2024.csv,50146501,15550867,7686107074,Approved,Medium Risk,,"Driver ID: 50146501, Age: 19, Gender: Other, Driving Experience: 30 years, Occupation: Clerical, Vehicle: Bentley Mulliner Batur, Year: 2011, Value: 913665.7 HKD, Engine Size: 2500cc, Registration City: Hong Kong, Policy ID: 7686107074, Coverage: Comprehensive, Premium: 17659.7 HKD, Policy Term: 1 year(s), Excess: 3690.03 HKD, Effective Date: 2024-04-14, Expiry Date: 2025-04-16, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 1, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 707, Underwriting Decision: Approved, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,92681129,79486562,1232179152,Pending,Medium Risk,,"Driver ID: 92681129, Age: 28, Gender: Male, Driving Experience: 22 years, Occupation: Teacher, Vehicle: BMW X5, Year: 2010, Value: 295537.49 HKD, Engine Size: 2500cc, Registration City: Kowloon, Policy ID: 1232179152, Coverage: Comprehensive, Premium: 10441.07 HKD, Policy Term: 1 year(s), Excess: 2527.69 HKD, Effective Date: 2024-04-12, Expiry Date: 2024-10-15, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 1, Traffic Violations: 1, Vehicle Usage: Private, Credit Score: 340, Underwriting Decision: Pending, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,98165505,92130059,1778551422,Approved,High Risk,,"Driver ID: 98165505, Age: 57, Gender: Male, Driving Experience: 25 years, Occupation: Teacher, Vehicle: Ferrari Daytona SP3, Year: 2012, Value: 739679.45 HKD, Engine Size: 1000cc, Registration City: Kowloon, Policy ID: 1778551422, Coverage: Comprehensive, Premium: 9290.96 HKD, Policy Term: 1 year(s), Excess: 4870.4 HKD, Effective Date: 2024-09-12, Expiry Date: 2025-04-26, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 3, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 745, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,69868426,30317507,6438107266,Pending,Low Risk,,"Driver ID: 69868426, Age: 42, Gender: Male, Driving Experience: 18 years, Occupation: Professional, Vehicle: Mercedes-Benz Civic, Year: 2019, Value: 185593.18 HKD, Engine Size: 2000cc, Registration City: Kowloon, Policy ID: 6438107266, Coverage: Comprehensive, Premium: 14122.31 HKD, Policy Term: 1 year(s), Excess: 3595.39 HKD, Effective Date: 2024-07-09, Expiry Date: 2025-05-18, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 2, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 714, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,66726600,21693869,7560990826,Declined,Low Risk,Poor driving record,"Driver ID: 66726600, Age: 40, Gender: Male, Driving Experience: 28 years, Occupation: Clerical, Vehicle: Honda Mulliner Batur, Year: 2015, Value: 903295.56 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 7560990826, Coverage: Third Party, Premium: 8713.92 HKD, Policy Term: 1 year(s), Excess: 1001.53 HKD, Effective Date: 2024-02-11, Expiry Date: 2025-01-01, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 2, Traffic Violations: 1, Vehicle Usage: Private, Credit Score: 448, Underwriting Decision: Declined, Risk Class: Low Risk, Reason for Decline: Poor driving record"
motor_insurance_hk_data_non_pii_114423oct2024.csv,29662623,61098465,3371807517,Declined,Medium Risk,Poor driving record,"Driver ID: 29662623, Age: 64, Gender: Female, Driving Experience: 16 years, Occupation: Clerical, Vehicle: Bentley C-Class, Year: 2019, Value: 365282.3 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 3371807517, Coverage: Third Party, Premium: 6539.11 HKD, Policy Term: 1 year(s), Excess: 2845.62 HKD, Effective Date: 2024-06-11, Expiry Date: 2025-01-09, Renewal Status: Non-renewal, Driving Record: Multiple Accidents, Claims History: 0, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 717, Underwriting Decision: Declined, Risk Class: Medium Risk, Reason for Decline: Poor driving record"
motor_insurance_hk_data_non_pii_114423oct2024.csv,26422222,81752783,2746131669,Approved,High Risk,,"Driver ID: 26422222, Age: 47, Gender: Other, Driving Experience: 20 years, Occupation: Clerical, Vehicle: McLaren Corolla, Year: 2022, Value: 353076.23 HKD, Engine Size: 1500cc, Registration City: New Territories, Policy ID: 2746131669, Coverage: Third Party, Premium: 19701.06 HKD, Policy Term: 1 year(s), Excess: 4251.73 HKD, Effective Date: 2024-07-04, Expiry Date: 2025-06-19, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 2, Traffic Violations: 3, Vehicle Usage: Private, Credit Score: 610, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,80489312,60373291,5734280913,Pending,High Risk,,"Driver ID: 80489312, Age: 19, Gender: Male, Driving Experience: 19 years, Occupation: Driver, Vehicle: Mercedes-Benz X5, Year: 2008, Value: 788362.06 HKD, Engine Size: 2500cc, Registration City: New Territories, Policy ID: 5734280913, Coverage: Comprehensive, Premium: 15889.95 HKD, Policy Term: 1 year(s), Excess: 4624.75 HKD, Effective Date: 2024-08-14, Expiry Date: 2025-03-06, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 5, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 626, Underwriting Decision: Pending, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,54221099,73916621,8912633449,Pending,High Risk,,"Driver ID: 54221099, Age: 70, Gender: Female, Driving Experience: 28 years, Occupation: Teacher, Vehicle: McLaren Corolla, Year: 2006, Value: 783019.4 HKD, Engine Size: 3000cc, Registration City: Hong Kong, Policy ID: 8912633449, Coverage: Third Party, Premium: 6943.24 HKD, Policy Term: 1 year(s), Excess: 3440.18 HKD, Effective Date: 2024-07-17, Expiry Date: 2025-01-22, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 5, Traffic Violations: 1, Vehicle Usage: Private, Credit Score: 708, Underwriting Decision: Pending, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,46763210,57283726,7477506990,Pending,Low Risk,,"Driver ID: 46763210, Age: 52, Gender: Male, Driving Experience: 19 years, Occupation: Professional, Vehicle: McLaren Mulliner Batur, Year: 2005, Value: 123316.83 HKD, Engine Size: 1000cc, Registration City: Hong Kong, Policy ID: 7477506990, Coverage: Comprehensive, Premium: 12899.51 HKD, Policy Term: 1 year(s), Excess: 1072.78 HKD, Effective Date: 2024-02-18, Expiry Date: 2024-07-17, Renewal Status: Non-renewal, Driving Record: Multiple Accidents, Claims History: 5, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 604, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,96544432,74538169,5843843076,Approved,Medium Risk,,"Driver ID: 96544432, Age: 32, Gender: Female, Driving Experience: 8 years, Occupation: Driver, Vehicle: Ferrari Speedtail, Year: 2021, Value: 264227.36 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 5843843076, Coverage: Third Party, Premium: 17116.94 HKD, Policy Term: 1 year(s), Excess: 2070.6 HKD, Effective Date: 2024-01-08, Expiry Date: 2024-11-28, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 1, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 331, Underwriting Decision: Approved, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,60046804,85013454,7989718263,Approved,Low Risk,,"Driver ID: 60046804, Age: 31, Gender: Other, Driving Experience: 10 years, Occupation: Teacher, Vehicle: Toyota C-Class, Year: 2017, Value: 374098.32 HKD, Engine Size: 3000cc, Registration City: Hong Kong, Policy ID: 7989718263, Coverage: Comprehensive, Premium: 14895.23 HKD, Policy Term: 1 year(s), Excess: 3023.17 HKD, Effective Date: 2024-04-18, Expiry Date: 2025-05-26, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 2, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 361, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,57979291,90240556,8188820152,Approved,Low Risk,,"Driver ID: 57979291, Age: 37, Gender: Male, Driving Experience: 31 years, Occupation: Driver, Vehicle: Toyota Daytona SP3, Year: 2013, Value: 358219.39 HKD, Engine Size: 1000cc, Registration City: New Territories, Policy ID: 8188820152, Coverage: Comprehensive, Premium: 11182.81 HKD, Policy Term: 1 year(s), Excess: 4807.81 HKD, Effective Date: 2024-08-22, Expiry Date: 2024-11-14, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 3, Traffic Violations: 3, Vehicle Usage: Private, Credit Score: 312, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,83543279,32216404,2258064610,Approved,High Risk,,"Driver ID: 83543279, Age: 38, Gender: Male, Driving Experience: 16 years, Occupation: Driver, Vehicle: Mercedes-Benz Civic, Year: 2008, Value: 117266.56 HKD, Engine Size: 3000cc, Registration City: Kowloon, Policy ID: 2258064610, Coverage: Comprehensive, Premium: 9302.24 HKD, Policy Term: 1 year(s), Excess: 2484.14 HKD, Effective Date: 2024-06-11, Expiry Date: 2025-04-24, Renewal Status: Non-renewal, Driving Record: Multiple Accidents, Claims History: 4, Traffic Violations: 2, Vehicle Usage: Commercial, Credit Score: 335, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,25823534,44795558,5173868211,Declined,Medium Risk,Multiple accidents,"Driver ID: 25823534, Age: 50, Gender: Other, Driving Experience: 28 years, Occupation: Clerical, Vehicle: Bentley Mulliner Batur, Year: 2014, Value: 852695.72 HKD, Engine Size: 2000cc, Registration City: New Territories, Policy ID: 5173868211, Coverage: Comprehensive, Premium: 14034.25 HKD, Policy Term: 1 year(s), Excess: 2889.24 HKD, Effective Date: 2024-10-17, Expiry Date: 2024-12-31, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 5, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 628, Underwriting Decision: Declined, Risk Class: Medium Risk, Reason for Decline: Multiple accidents"
motor_insurance_hk_data_non_pii_114423oct2024.csv,59507028,80132824,4510738634,Pending,High Risk,,"Driver ID: 59507028, Age: 43, Gender: Male, Driving Experience: 4 years, Occupation: Teacher, Vehicle: BMW Daytona SP3, Year: 2015, Value: 940720.47 HKD, Engine Size: 2500cc, Registration City: Hong Kong, Policy ID: 4510738634, Coverage: Third Party, Premium: 17202.58 HKD, Policy Term: 1 year(s), Excess: 3606.59 HKD, Effective Date: 2024-05-04, Expiry Date: 2025-09-22, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 4, Traffic Violations: 1, Vehicle Usage: Private, Credit Score: 577, Underwriting Decision: Pending, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,53819615,35890291,2996704440,Declined,High Risk,Poor driving record,"Driver ID: 53819615, Age: 62, Gender: Female, Driving Experience: 3 years, Occupation: Professional, Vehicle: Ferrari A4, Year: 2022, Value: 100126.47 HKD, Engine Size: 1500cc, Registration City: New Territories, Policy ID: 2996704440, Coverage: Third Party, Premium: 6092.14 HKD, Policy Term: 1 year(s), Excess: 4013.45 HKD, Effective Date: 2024-02-13, Expiry Date: 2024-02-25, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 1, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 781, Underwriting Decision: Declined, Risk Class: High Risk, Reason for Decline: Poor driving record"
motor_insurance_hk_data_non_pii_114423oct2024.csv,21444985,33038501,7169656759,Approved,Medium Risk,,"Driver ID: 21444985, Age: 61, Gender: Female, Driving Experience: 31 years, Occupation: Professional, Vehicle: Toyota Speedtail, Year: 2016, Value: 698679.8 HKD, Engine Size: 2500cc, Registration City: New Territories, Policy ID: 7169656759, Coverage: Comprehensive, Premium: 10157.7 HKD, Policy Term: 1 year(s), Excess: 3685.85 HKD, Effective Date: 2024-05-26, Expiry Date: 2024-12-04, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 3, Traffic Violations: 3, Vehicle Usage: Private, Credit Score: 587, Underwriting Decision: Approved, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,81720393,74283492,2123403673,Pending,Low Risk,,"Driver ID: 81720393, Age: 60, Gender: Other, Driving Experience: 20 years, Occupation: Professional, Vehicle: Mercedes-Benz C-Class, Year: 2022, Value: 273004.43 HKD, Engine Size: 2000cc, Registration City: Hong Kong, Policy ID: 2123403673, Coverage: Third Party, Premium: 19398.66 HKD, Policy Term: 1 year(s), Excess: 1871.52 HKD, Effective Date: 2024-09-04, Expiry Date: 2025-08-16, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 3, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 315, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,92324430,83892760,2147702694,Pending,High Risk,,"Driver ID: 92324430, Age: 49, Gender: Male, Driving Experience: 7 years, Occupation: Driver, Vehicle: BMW Corolla, Year: 2022, Value: 559186.81 HKD, Engine Size: 1000cc, Registration City: Hong Kong, Policy ID: 2147702694, Coverage: Comprehensive, Premium: 9183.25 HKD, Policy Term: 1 year(s), Excess: 4533.15 HKD, Effective Date: 2024-10-10, Expiry Date: 2024-10-22, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 4, Traffic Violations: 3, Vehicle Usage: Private, Credit Score: 840, Underwriting Decision: Pending, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,68434836,85763883,7693013643,Declined,Medium Risk,Low credit score,"Driver ID: 68434836, Age: 37, Gender: Male, Driving Experience: 18 years, Occupation: Clerical, Vehicle: Ferrari Civic, Year: 2020, Value: 652875.0 HKD, Engine Size: 1000cc, Registration City: New Territories, Policy ID: 7693013643, Coverage: Third Party, Premium: 15803.59 HKD, Policy Term: 1 year(s), Excess: 4097.93 HKD, Effective Date: 2024-03-09, Expiry Date: 2024-04-08, Renewal Status: Non-renewal, Driving Record: Multiple Accidents, Claims History: 3, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 551, Underwriting Decision: Declined, Risk Class: Medium Risk, Reason for Decline: Low credit score"
motor_insurance_hk_data_non_pii_114423oct2024.csv,70535773,74004968,4967969854,Declined,Low Risk,High vehicle value,"Driver ID: 70535773, Age: 68, Gender: Other, Driving Experience: 24 years, Occupation: Driver, Vehicle: Honda Daytona SP3, Year: 2005, Value: 310938.41 HKD, Engine Size: 3000cc, Registration City: Kowloon, Policy ID: 4967969854, Coverage: Third Party, Premium: 6364.76 HKD, Policy Term: 1 year(s), Excess: 3221.74 HKD, Effective Date: 2024-07-11, Expiry Date: 2024-08-06, Renewal Status: Non-renewal, Driving Record: Multiple Accidents, Claims History: 0, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 658, Underwriting Decision: Declined, Risk Class: Low Risk, Reason for Decline: High vehicle value"
motor_insurance_hk_data_non_pii_114423oct2024.csv,47928593,74734498,4550880956,Approved,High Risk,,"Driver ID: 47928593, Age: 44, Gender: Male, Driving Experience: 14 years, Occupation: Clerical, Vehicle: Mercedes-Benz Speedtail, Year: 2005, Value: 334889.18 HKD, Engine Size: 1500cc, Registration City: New Territories, Policy ID: 4550880956, Coverage: Third Party, Premium: 12067.38 HKD, Policy Term: 1 year(s), Excess: 1779.49 HKD, Effective Date: 2024-04-30, Expiry Date: 2025-07-24, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 1, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 436, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,11892788,32221881,2551525507,Pending,Low Risk,,"Driver ID: 11892788, Age: 20, Gender: Female, Driving Experience: 23 years, Occupation: Teacher, Vehicle: Toyota Daytona SP3, Year: 2007, Value: 341591.38 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 2551525507, Coverage: Third Party, Premium: 7966.39 HKD, Policy Term: 1 year(s), Excess: 4917.94 HKD, Effective Date: 2024-05-08, Expiry Date: 2024-12-25, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 5, Traffic Violations: 3, Vehicle Usage: Private, Credit Score: 706, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,18784537,66220697,8866327432,Approved,High Risk,,"Driver ID: 18784537, Age: 56, Gender: Female, Driving Experience: 19 years, Occupation: Clerical, Vehicle: Toyota X5, Year: 2015, Value: 373056.77 HKD, Engine Size: 2000cc, Registration City: Hong Kong, Policy ID: 8866327432, Coverage: Third Party, Premium: 13298.31 HKD, Policy Term: 1 year(s), Excess: 2703.18 HKD, Effective Date: 2024-07-04, Expiry Date: 2025-06-21, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 1, Traffic Violations: 3, Vehicle Usage: Private, Credit Score: 341, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,30088855,53236629,2208152133,Declined,High Risk,Low credit score,"Driver ID: 30088855, Age: 43, Gender: Other, Driving Experience: 14 years, Occupation: Professional, Vehicle: Audi C-Class, Year: 2022, Value: 222916.41 HKD, Engine Size: 2500cc, Registration City: Kowloon, Policy ID: 2208152133, Coverage: Comprehensive, Premium: 14306.53 HKD, Policy Term: 1 year(s), Excess: 1666.07 HKD, Effective Date: 2024-04-16, Expiry Date: 2024-07-29, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 2, Traffic Violations: 2, Vehicle Usage: Commercial, Credit Score: 722, Underwriting Decision: Declined, Risk Class: High Risk, Reason for Decline: Low credit score"
motor_insurance_hk_data_non_pii_114423oct2024.csv,60164768,87107503,9335062784,Approved,Low Risk,,"Driver ID: 60164768, Age: 55, Gender: Other, Driving Experience: 27 years, Occupation: Driver, Vehicle: Mercedes-Benz Mulliner Batur, Year: 2007, Value: 533096.52 HKD, Engine Size: 2000cc, Registration City: New Territories, Policy ID: 9335062784, Coverage: Third Party, Premium: 9664.46 HKD, Policy Term: 1 year(s), Excess: 4768.43 HKD, Effective Date: 2024-07-23, Expiry Date: 2024-07-29, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 4, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 720, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,81582530,50435059,2022512269,Approved,Low Risk,,"Driver ID: 81582530, Age: 44, Gender: Male, Driving Experience: 12 years, Occupation: Teacher, Vehicle: Mercedes-Benz Corolla, Year: 2007, Value: 553916.08 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 2022512269, Coverage: Third Party, Premium: 15930.49 HKD, Policy Term: 1 year(s), Excess: 4993.96 HKD, Effective Date: 2024-08-26, Expiry Date: 2025-02-19, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 1, Traffic Violations: 1, Vehicle Usage: Private, Credit Score: 382, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
